ts,data_temperatureSensor_0,data_humiditySensor_1
2022-02-17 06:59:12,18.1,67.5
2022-02-17 07:04:12,18.1,67.5
2022-02-17 07:09:12,18.1,68
2022-02-17 07:14:12,18.1,68
2022-02-17 07:19:13,18.1,68
2022-02-17 07:24:12,19.9,81.5
2022-02-17 07:29:12,35.3,34.5
2022-02-17 07:34:12,37.4,31.5
2022-02-17 07:39:12,37.8,30.5
2022-02-17 07:44:12,38,31.5
2022-02-17 07:49:12,32.4,39
2022-02-17 07:54:12,22.7,54.5
2022-02-17 07:59:12,19.7,65.5
2022-02-17 08:04:12,19.6,69.5
2022-02-17 08:09:12,19.6,70.5
2022-02-17 08:14:12,19.6,71
2022-02-17 08:19:12,19.5,70.5
2022-02-17 08:24:12,19.5,70.5
2022-02-17 08:29:12,19.4,70.5
2022-02-17 08:34:12,19.4,70.5
2022-02-17 08:39:12,19.3,70.5
2022-02-17 08:44:12,19.2,70.5
2022-02-17 08:49:12,19.1,70.5
2022-02-17 08:54:12,19.1,70.5
2022-02-17 08:59:12,19.1,70.5
2022-02-17 09:04:12,19.1,70.5
2022-02-17 09:09:12,19,70.5
2022-02-17 09:14:12,18.9,70.5
2022-02-17 09:19:12,19,71.5
2022-02-17 09:24:12,19,70.5
2022-02-17 09:29:12,19,71.5
2022-02-17 09:34:12,19,72
2022-02-17 09:39:12,18.9,72
2022-02-17 09:44:12,18.9,72
2022-02-17 09:49:12,18.9,72
2022-02-17 09:54:12,18.9,72
2022-02-17 09:59:12,18.9,72
2022-02-17 10:04:12,18.9,72
2022-02-17 10:09:12,18.9,71.5
2022-02-17 10:14:12,18.9,71.5
2022-02-17 10:19:12,18.9,71.5
2022-02-17 10:24:12,18.9,71.5
2022-02-17 10:29:12,18.9,71.5
2022-02-17 10:34:12,18.9,71.5
2022-02-17 10:39:12,18.9,71.5
2022-02-17 10:44:12,18.9,72
2022-02-17 10:49:12,18.9,72
2022-02-17 10:54:12,18.8,71.5
2022-02-17 10:59:12,18.8,71.5
2022-02-17 11:04:12,18.9,71.5
2022-02-17 11:09:12,18.9,71.5
2022-02-17 11:14:12,19,71.5
2022-02-17 11:19:12,19,72
2022-02-17 11:24:12,18.9,72
2022-02-17 11:29:12,18.9,72
2022-02-17 11:34:12,18.9,72
2022-02-17 11:39:12,18.9,71.5
2022-02-17 11:44:12,18.9,72
2022-02-17 11:49:12,18.9,71.5
2022-02-17 11:54:12,18.9,71.5
2022-02-17 11:59:12,18.9,71.5
2022-02-17 12:04:12,18.9,71.5
2022-02-17 12:09:12,18.9,71.5
2022-02-17 12:14:12,18.9,71
2022-02-17 12:19:12,18.9,71
2022-02-17 12:24:12,18.9,71
2022-02-17 12:29:12,18.8,71
2022-02-17 12:34:12,18.8,71
2022-02-17 12:39:12,18.8,71
2022-02-17 12:44:12,18.8,71
2022-02-17 12:49:12,18.8,71
2022-02-17 12:54:12,18.8,71
2022-02-17 12:59:12,18.8,71
2022-02-17 13:04:12,18.9,71
2022-02-17 13:09:12,18.9,71.5
2022-02-17 13:14:12,18.9,71.5
2022-02-17 13:19:12,19,71.5
2022-02-17 13:24:12,19.1,73
2022-02-17 13:29:12,19.2,73
2022-02-17 13:34:12,19.2,73.5
2022-02-17 13:39:12,19,73.5
2022-02-17 13:44:12,19,73
2022-02-17 13:49:12,19,72.5
2022-02-17 13:54:12,18.9,72.5
2022-02-17 13:59:12,18.9,72
2022-02-17 14:04:12,18.9,72
2022-02-17 14:09:12,18.9,72
2022-02-17 14:14:12,18.9,72
2022-02-17 14:19:12,18.9,72.5
2022-02-17 14:24:12,18.9,73
2022-02-17 14:29:12,18.9,72.5
2022-02-17 14:34:12,18.9,73.5
2022-02-17 14:39:12,18.9,74
2022-02-17 14:44:12,18.9,73.5
2022-02-17 14:49:12,18.9,72.5
2022-02-17 14:54:12,18.9,72
2022-02-17 14:59:12,18.9,72
2022-02-17 15:04:12,18.9,72.5
2022-02-17 15:09:12,18.9,72.5
2022-02-17 15:14:12,18.9,72
2022-02-17 15:19:12,18.8,71.5
2022-02-17 15:24:12,18.8,71.5
2022-02-17 15:29:12,18.8,72.5
2022-02-17 15:34:12,18.8,72
2022-02-17 15:39:12,18.8,71.5
2022-02-17 15:44:12,18.8,72
2022-02-17 15:49:12,18.8,73
2022-02-17 15:54:12,18.8,74
2022-02-17 15:59:12,18.8,73.5
2022-02-17 16:04:12,18.8,72
2022-02-17 16:09:12,18.8,72.5
2022-02-17 16:14:12,18.8,72
2022-02-17 16:19:12,18.7,71.5
2022-02-17 16:24:12,18.7,71.5
2022-02-17 16:29:12,18.7,71.5
2022-02-17 16:34:12,18.7,71.5
2022-02-17 16:39:12,18.7,71.5
2022-02-17 16:44:12,18.7,71.5
2022-02-17 16:49:12,18.7,71
2022-02-17 16:54:12,18.7,71
2022-02-17 16:59:12,18.7,71
2022-02-17 17:04:12,18.7,71.5
2022-02-17 17:09:12,18.7,71
2022-02-17 17:14:12,18.7,71
2022-02-17 17:19:12,18.7,71.5
2022-02-17 17:24:12,18.7,71.5
2022-02-17 17:29:12,18.7,71.5
2022-02-17 17:34:12,18.7,71.5
2022-02-17 17:39:12,18.6,71.5
2022-02-17 17:44:12,18.6,71.5
2022-02-17 17:49:12,18.6,71.5
2022-02-17 17:54:12,18.6,71.5
2022-02-17 17:59:12,18.6,71.5
2022-02-17 18:04:12,18.6,71.5
2022-02-17 18:09:12,18.6,71.5
2022-02-17 18:14:12,18.6,71.5
2022-02-17 18:19:12,18.6,72
2022-02-17 18:24:12,18.7,71.5
2022-02-17 18:29:12,18.6,72
2022-02-17 18:34:12,18.6,71.5
2022-02-17 18:39:12,18.6,71.5
2022-02-17 18:44:12,18.6,71.5
2022-02-17 18:49:12,18.6,71.5
2022-02-17 18:54:12,18.6,71.5
2022-02-17 18:59:12,18.6,71.5
2022-02-17 19:04:12,18.5,71.5
2022-02-17 19:09:12,18.6,71
2022-02-17 19:14:12,18.5,71.5
2022-02-17 19:19:12,18.5,71.5
2022-02-17 19:24:12,18.5,71
2022-02-17 19:29:12,18.5,71.5
2022-02-17 19:34:12,18.5,71.5
2022-02-17 19:39:12,18.5,71.5
2022-02-17 19:44:12,18.5,72
2022-02-17 19:49:12,18.5,71.5
2022-02-17 19:54:12,18.5,71
2022-02-17 19:59:12,18.6,70.5
2022-02-17 20:04:12,18.6,70.5
2022-02-17 20:09:12,18.7,71.5
2022-02-17 20:14:12,19.4,80.5
2022-02-17 20:19:12,19.5,76
2022-02-17 20:24:12,19.3,75
2022-02-17 20:29:12,19.3,76.5
2022-02-17 20:34:12,19.1,75
2022-02-17 20:39:12,19,73
2022-02-17 20:44:12,18.9,72.5
2022-02-17 20:49:12,18.9,73
2022-02-17 20:54:12,18.8,72.5
2022-02-17 20:59:12,18.8,72
2022-02-17 21:04:12,18.8,72
2022-02-17 21:09:12,18.8,72
2022-02-17 21:14:12,18.8,71.5
2022-02-17 21:19:12,18.7,71.5
2022-02-17 21:24:12,18.7,71.5
2022-02-17 21:29:12,18.7,71.5
2022-02-17 21:34:12,18.7,72
2022-02-17 21:39:12,18.6,71.5
2022-02-17 21:44:12,18.6,71.5
2022-02-17 21:49:12,18.6,71.5
2022-02-17 21:54:12,18.6,71
2022-02-17 21:59:12,18.6,71.5
2022-02-17 22:04:12,18.6,71
2022-02-17 22:09:12,18.6,71
2022-02-17 22:14:12,18.5,71
2022-02-17 22:19:11,18.5,71
2022-02-17 22:24:12,18.5,71
2022-02-17 22:29:12,18.5,71
2022-02-17 22:34:12,18.5,71
2022-02-17 22:39:12,18.5,70.5
2022-02-17 22:44:11,18.6,70.5
2022-02-17 22:49:12,18.6,70.5
2022-02-17 22:54:11,18.5,70.5
2022-02-17 22:59:11,18.5,70.5
2022-02-17 23:04:11,18.5,70.5
2022-02-17 23:09:11,18.5,71
2022-02-17 23:14:11,18.5,71
2022-02-17 23:19:11,18.5,70.5
2022-02-17 23:24:11,18.5,70.5
2022-02-17 23:29:11,18.5,70
2022-02-17 23:34:11,18.5,70.5
2022-02-17 23:39:11,18.5,70.5
2022-02-17 23:44:11,18.5,70.5
2022-02-17 23:49:11,18.5,70.5
2022-02-17 23:54:11,18.5,70
2022-02-17 23:59:11,18.4,70.5
2022-02-18 00:04:11,18.4,70
2022-02-18 00:09:11,18.4,70
2022-02-18 00:14:11,18.4,70
2022-02-18 00:19:11,18.4,70
2022-02-18 00:24:11,18.4,70
2022-02-18 00:29:11,18.4,70
2022-02-18 00:34:11,18.4,70
2022-02-18 00:39:11,18.4,70
2022-02-18 00:44:11,18.4,70
2022-02-18 00:49:11,18.4,70
2022-02-18 00:54:11,18.4,70
2022-02-18 00:59:11,18.4,70
2022-02-18 01:04:11,18.4,70
2022-02-18 01:09:11,18.4,70
2022-02-18 01:14:11,18.4,70
2022-02-18 01:19:11,18.3,70
2022-02-18 01:24:11,18.3,70
2022-02-18 01:29:11,18.3,70
2022-02-18 01:34:11,18.3,70
2022-02-18 01:39:11,18.3,69.5
2022-02-18 01:44:11,18.3,69.5
2022-02-18 01:49:11,18.3,70
2022-02-18 01:54:11,18.3,69.5
2022-02-18 01:59:11,18.3,70
2022-02-18 02:04:11,18.3,70
2022-02-18 02:09:11,18.4,70
2022-02-18 02:14:11,18.4,70
2022-02-18 02:19:11,18.4,70
2022-02-18 02:24:11,18.4,70
2022-02-18 02:29:11,18.4,70
2022-02-18 02:34:11,18.3,69.5
2022-02-18 02:39:11,18.3,69.5
2022-02-18 02:44:11,18.3,69.5
2022-02-18 02:49:11,18.3,69.5
2022-02-18 02:54:11,18.3,69.5
2022-02-18 02:59:11,18.3,69.5
2022-02-18 03:04:11,18.3,69.5
2022-02-18 03:09:11,18.3,69.5
2022-02-18 03:14:11,18.3,69.5
2022-02-18 03:19:11,18.3,69.5
2022-02-18 03:24:11,18.3,69.5
2022-02-18 03:29:11,18.3,69.5
2022-02-18 03:34:11,18.3,69.5
2022-02-18 03:39:11,18.3,69.5
2022-02-18 03:44:11,18.3,69.5
2022-02-18 03:49:11,18.3,69.5
2022-02-18 03:54:11,18.3,69.5
2022-02-18 03:59:11,18.3,69.5
2022-02-18 04:04:11,18.3,69.5
2022-02-18 04:09:11,18.3,69.5
2022-02-18 04:14:11,18.3,69.5
2022-02-18 04:19:11,18.3,69.5
2022-02-18 04:24:11,18.2,69.5
2022-02-18 04:29:11,18.3,69.5
2022-02-18 04:34:11,18.3,69.5
2022-02-18 04:39:11,18.3,69.5
2022-02-18 04:44:11,18.3,69.5
2022-02-18 04:49:11,18.3,69.5
2022-02-18 04:54:11,18.3,69.5
2022-02-18 04:59:11,18.3,69.5
2022-02-18 05:04:11,18.3,69.5
2022-02-18 05:09:11,18.3,69.5
2022-02-18 05:14:11,18.3,69.5
2022-02-18 05:19:11,18.2,69.5
2022-02-18 05:24:11,18.3,69.5
2022-02-18 05:29:11,18.3,69.5
2022-02-18 05:34:11,18.2,69.5
2022-02-18 05:39:11,18.2,69
2022-02-18 05:44:11,18.2,69.5
2022-02-18 05:49:11,18.2,69.5
2022-02-18 05:54:11,18.2,69.5
2022-02-18 05:59:11,18.2,69
2022-02-18 06:04:11,18.2,69.5
2022-02-18 06:09:11,18.2,69
2022-02-18 06:14:11,18.2,69.5
2022-02-18 06:19:11,18.2,69
2022-02-18 06:24:11,18.2,69
2022-02-18 06:29:11,18.2,69
2022-02-18 06:34:11,18.2,69
2022-02-18 06:39:11,18.2,69
2022-02-18 06:44:11,18.2,69
2022-02-18 06:49:11,18.2,69
2022-02-18 06:54:11,18.2,69.5
2022-02-18 06:59:11,18.2,69
2022-02-18 07:04:11,18.2,69
2022-02-18 07:09:11,18.2,69
2022-02-18 07:14:11,18.2,69
2022-02-18 07:19:11,18.2,69
2022-02-18 07:24:11,18.2,69
2022-02-18 07:29:11,18.2,69
2022-02-18 07:34:11,18.2,69
2022-02-18 07:39:11,18.2,69
2022-02-18 07:44:11,18.2,69
2022-02-18 07:49:11,18.2,69
2022-02-18 07:54:11,18.2,69
2022-02-18 07:59:11,18.2,69
2022-02-18 08:04:11,18.2,69
2022-02-18 08:09:11,18.2,69
2022-02-18 08:14:11,18.2,69
2022-02-18 08:19:11,18.2,69
2022-02-18 08:24:11,18.2,69.5
2022-02-18 08:29:11,18.2,69
2022-02-18 08:34:11,18.2,69
2022-02-18 08:39:11,18.2,69.5
2022-02-18 08:44:11,18.2,69.5
2022-02-18 08:49:11,18.2,69.5
2022-02-18 08:54:11,18.2,69.5
2022-02-18 08:59:11,18.2,69
2022-02-18 09:04:11,18.2,69.5
2022-02-18 09:09:11,18.3,69.5
2022-02-18 09:14:11,18.2,69.5
2022-02-18 09:19:11,18.2,69.5
2022-02-18 09:24:11,18.2,69
2022-02-18 09:29:11,18.2,69.5
2022-02-18 09:34:11,19.5,71.5
2022-02-18 09:39:11,24.4,58.5
2022-02-18 09:44:11,23.2,58.5
2022-02-18 09:49:11,23.9,55.5
2022-02-18 09:54:11,23.8,57.5
2022-02-18 09:59:11,23.7,59.5
2022-02-18 10:04:11,23.8,60
2022-02-18 10:09:11,23,62
2022-02-18 10:14:11,22.1,66.5
2022-02-18 10:19:11,19.9,74
2022-02-18 10:24:11,19.4,75.5
2022-02-18 10:29:11,19.4,77.5
2022-02-18 10:34:11,19.4,78.5
2022-02-18 10:39:11,19.3,78
2022-02-18 10:44:11,19.3,77
2022-02-18 10:49:11,19.3,76.5
2022-02-18 10:54:11,19.2,76
2022-02-18 10:59:11,19.3,75
2022-02-18 11:04:11,19.2,75
2022-02-18 11:09:11,19.2,74.5
2022-02-18 11:14:11,19.2,74
2022-02-18 11:19:11,19.1,74
2022-02-18 11:24:11,19.1,73.5
2022-02-18 11:29:11,19.1,73
2022-02-18 11:34:11,19.1,73
2022-02-18 11:39:11,19.2,73
2022-02-18 11:44:11,19.1,73
2022-02-18 11:49:11,19,72.5
2022-02-18 11:54:11,19,73
2022-02-18 11:59:11,19,71.5
2022-02-18 12:04:11,19,71.5
2022-02-18 12:09:11,19,71
2022-02-18 12:14:11,18.9,71.5
2022-02-18 12:19:11,18.9,71
2022-02-18 12:24:11,18.9,70.5
2022-02-18 12:29:11,18.9,71
2022-02-18 12:34:11,18.9,70.5
2022-02-18 12:39:11,18.9,70
2022-02-18 12:44:11,18.9,70
2022-02-18 12:49:11,18.9,70.5
2022-02-18 12:54:11,19,70
2022-02-18 12:59:11,19.1,71
2022-02-18 13:04:11,19.1,70.5
2022-02-18 13:09:11,19.2,72
2022-02-18 13:14:11,19.2,70.5
2022-02-18 13:19:11,19.2,71
2022-02-18 13:24:11,19.1,73
2022-02-18 13:29:11,19,73
2022-02-18 13:34:11,19,71.5
2022-02-18 13:39:11,19,72.5
2022-02-18 13:44:11,19,71
2022-02-18 13:49:11,18.9,70
2022-02-18 13:54:11,18.9,70
2022-02-18 13:59:11,18.9,70
2022-02-18 14:04:11,19,70
2022-02-18 14:09:11,19,69.5
2022-02-18 14:14:11,19,71
2022-02-18 14:19:11,18.9,68.5
2022-02-18 14:24:11,18.9,67.5
2022-02-18 14:29:11,18.9,66.5
2022-02-18 14:34:11,18.8,64.5
2022-02-18 14:39:11,18.8,65
2022-02-18 14:44:11,18.8,65
2022-02-18 14:49:11,18.8,64.5
2022-02-18 14:54:11,18.8,64
2022-02-18 14:59:10,18.8,65.5
2022-02-18 15:04:11,18.8,64
2022-02-18 15:09:11,18.9,65.5
2022-02-18 15:14:11,18.9,66.5
2022-02-18 15:19:10,18.8,65.5
2022-02-18 15:24:11,18.8,66
2022-02-18 15:29:10,18.8,66
2022-02-18 15:34:10,18.8,66
2022-02-18 15:39:11,18.7,65.5
2022-02-18 15:44:11,18.7,64.5
2022-02-18 15:49:10,18.6,65
2022-02-18 15:54:10,18.7,65
2022-02-18 15:59:10,18.7,64
2022-02-18 16:04:10,18.6,64.5
2022-02-18 16:09:11,18.6,64
2022-02-18 16:14:10,18.6,64
2022-02-18 16:19:10,18.5,64.5
2022-02-18 16:24:10,18.6,65
2022-02-18 16:29:10,18.8,66.5
2022-02-18 16:34:10,18.8,67.5
2022-02-18 16:39:10,18.8,69
2022-02-18 16:44:10,18.8,70.5
2022-02-18 16:49:10,18.7,72
2022-02-18 16:54:10,18.7,72.5
2022-02-18 17:04:10,18.6,72.5
2022-02-18 17:09:10,18.6,73
2022-02-18 17:14:10,18.5,71
2022-02-18 17:19:10,18.5,71
2022-02-18 17:24:10,18.4,69.5
2022-02-18 17:29:11,18.5,71
2022-02-18 17:34:10,18.4,69.5
2022-02-18 17:39:10,18.4,71
2022-02-18 17:44:10,18.3,67.5
2022-02-18 17:49:10,18.4,68
2022-02-18 17:54:10,18.4,68
2022-02-18 17:59:10,18.5,69.5
2022-02-18 18:04:10,18.4,68.5
2022-02-18 18:09:10,18.4,69.5
2022-02-18 18:14:10,18.4,69.5
2022-02-18 18:19:10,18.2,67
2022-02-18 18:24:10,18.3,68.5
2022-02-18 18:29:10,18.3,68.5
2022-02-18 18:34:10,18.2,67.5
2022-02-18 18:39:10,18.3,67.5
2022-02-18 18:44:10,18.3,68.5
2022-02-18 18:49:10,18.3,67.5
2022-02-18 18:54:10,18.3,67.5
2022-02-18 18:59:10,18.3,66.5
2022-02-18 19:04:10,18.3,67.5
2022-02-18 19:09:10,18.3,67
2022-02-18 19:14:10,18.2,65.5
2022-02-18 19:19:10,18.3,66
2022-02-18 19:24:10,18.2,65.5
2022-02-18 19:29:10,18.3,66.5
2022-02-18 19:34:10,18.2,65.5
2022-02-18 19:39:10,18.2,66
2022-02-18 19:44:10,18.2,65.5
2022-02-18 19:49:10,18.2,65.5
2022-02-18 19:54:10,18.2,65.5
2022-02-18 19:59:10,18.2,64
2022-02-18 20:04:10,18.2,64.5
2022-02-18 20:09:10,18.2,64.5
2022-02-18 20:14:10,18.2,64
2022-02-18 20:19:10,18.2,63.5
2022-02-18 20:24:10,18.3,62.5
2022-02-18 20:29:10,18.4,65
2022-02-18 20:34:10,18.4,62.5
2022-02-18 20:39:10,18.5,67
2022-02-18 20:44:10,18.3,66
2022-02-18 20:49:10,18.3,65
2022-02-18 20:54:11,18.3,64
2022-02-18 20:59:10,18.3,64.5
2022-02-18 21:04:10,18.2,64.5
2022-02-18 21:09:11,18.2,64
2022-02-18 21:14:10,18.2,63.5
2022-02-18 21:19:10,18.2,63.5
2022-02-18 21:24:10,18.2,63.5
2022-02-18 21:29:10,18.2,63.5
2022-02-18 21:34:10,18.2,63.5
2022-02-18 21:39:10,18.2,63.5
2022-02-18 21:44:10,18.2,63.5
2022-02-18 21:49:10,18.2,63
2022-02-18 21:54:10,18.1,63
2022-02-18 21:59:10,18.2,63.5
2022-02-18 22:04:10,18.2,63.5
2022-02-18 22:09:10,18.2,63.5
2022-02-18 22:14:10,18.2,63.5
2022-02-18 22:19:10,18.2,63.5
2022-02-18 22:24:10,18.2,63.5
2022-02-18 22:29:10,18.2,63
2022-02-18 22:34:10,18.2,63
2022-02-18 22:39:10,18.1,63
2022-02-18 22:44:10,18.1,62.5
2022-02-18 22:49:10,18.1,63.5
2022-02-18 22:54:10,18.1,62.5
2022-02-18 22:59:10,18.1,62.5
2022-02-18 23:04:10,18.1,62
2022-02-18 23:09:10,18.1,62
2022-02-18 23:14:10,18.1,62.5
2022-02-18 23:19:10,18.1,62.5
2022-02-18 23:24:10,18.1,62
2022-02-18 23:29:10,18.1,62
2022-02-18 23:34:10,18.1,61.5
2022-02-18 23:39:10,18.1,61.5
2022-02-18 23:44:10,18,61.5
2022-02-18 23:49:10,18,61.5
2022-02-18 23:54:10,18.1,60.5
2022-02-18 23:59:10,18,60.5
2022-02-19 00:04:10,18,60.5
2022-02-19 00:09:10,18,60.5
2022-02-19 00:14:10,18,60.5
2022-02-19 00:19:10,18,60
2022-02-19 00:24:10,17.9,60
2022-02-19 00:29:10,17.9,59.5
2022-02-19 00:34:10,17.9,59.5
2022-02-19 00:39:10,18,59.5
2022-02-19 00:44:10,18,59.5
2022-02-19 00:49:10,17.9,59
2022-02-19 00:54:10,17.9,59
2022-02-19 00:59:10,17.9,59
2022-02-19 01:04:10,17.9,59
2022-02-19 01:09:10,17.9,59
2022-02-19 01:14:10,17.9,58.5
2022-02-19 01:19:10,17.9,58.5
2022-02-19 01:24:10,17.9,58
2022-02-19 01:29:10,17.9,57.5
2022-02-19 01:34:10,17.9,57.5
2022-02-19 01:39:10,17.9,58
2022-02-19 01:44:10,17.9,57.5
2022-02-19 01:49:10,17.8,57.5
2022-02-19 01:54:10,17.8,57.5
2022-02-19 01:59:10,17.8,57
2022-02-19 02:04:10,17.8,57
2022-02-19 02:09:10,17.9,57
2022-02-19 02:14:10,17.9,58
2022-02-19 02:19:10,17.8,58.5
2022-02-19 02:24:10,17.8,57.5
2022-02-19 02:29:10,17.8,57.5
2022-02-19 02:34:10,17.8,57
2022-02-19 02:39:10,17.7,57
2022-02-19 02:44:10,17.7,57
2022-02-19 02:49:10,17.7,56
2022-02-19 02:54:10,17.7,56
2022-02-19 02:59:10,17.7,56.5
2022-02-19 03:04:10,17.7,56.5
2022-02-19 03:09:10,17.7,56.5
2022-02-19 03:14:10,17.7,56.5
2022-02-19 03:19:10,17.7,56
2022-02-19 03:24:10,17.7,56
2022-02-19 03:29:10,17.7,55.5
2022-02-19 03:34:10,17.7,55
2022-02-19 03:39:10,17.6,55
2022-02-19 03:44:10,17.6,55
2022-02-19 03:49:10,17.6,55
2022-02-19 03:54:10,17.6,54.5
2022-02-19 03:59:10,17.6,55
2022-02-19 04:04:10,17.5,54.5
2022-02-19 04:09:10,17.5,54
2022-02-19 04:14:10,17.5,54
2022-02-19 04:19:10,17.5,54.5
2022-02-19 04:24:10,17.5,54
2022-02-19 04:29:10,17.4,53.5
2022-02-19 04:34:10,17.4,53.5
2022-02-19 04:39:10,17.4,53.5
2022-02-19 04:44:10,17.5,54.5
2022-02-19 04:49:10,17.5,54
2022-02-19 04:54:10,17.5,54
2022-02-19 04:59:10,17.4,53.5
2022-02-19 05:04:10,17.4,53
2022-02-19 05:09:10,17.4,53.5
2022-02-19 05:14:10,17.3,53
2022-02-19 05:19:10,17.3,53.5
2022-02-19 05:24:10,17.3,53.5
2022-02-19 05:29:10,17.3,53
2022-02-19 05:34:10,17.3,53
2022-02-19 05:39:10,17.3,53.5
2022-02-19 05:44:10,17.3,53.5
2022-02-19 05:49:10,17.3,54
2022-02-19 05:54:10,17.3,53.5
2022-02-19 05:59:10,17.3,53.5
2022-02-19 06:04:10,17.2,53.5
2022-02-19 06:09:10,17.3,53.5
2022-02-19 06:14:10,17.3,54
2022-02-19 06:19:10,17.3,53.5
2022-02-19 06:24:10,17.2,53
2022-02-19 06:29:10,17.2,53.5
2022-02-19 06:34:10,17.2,53
2022-02-19 06:39:10,17.1,52
2022-02-19 06:44:10,17.2,53
2022-02-19 06:49:10,17.2,53
2022-02-19 06:54:10,17.2,53.5
2022-02-19 06:59:10,17.2,53.5
2022-02-19 07:04:10,17.2,53.5
2022-02-19 07:09:10,17.2,53.5
2022-02-19 07:14:10,17.2,53.5
2022-02-19 07:19:10,17.1,53.5
2022-02-19 07:24:10,17.1,53.5
2022-02-19 07:29:10,17.1,53.5
2022-02-19 07:34:10,17.1,53
2022-02-19 07:39:10,17.1,53.5
2022-02-19 07:44:10,17.1,53
2022-02-19 07:49:10,17.1,53
2022-02-19 07:54:10,30.4,33.5
2022-02-19 07:59:09,29.6,33
2022-02-19 08:04:09,31.5,30
2022-02-19 08:09:10,32.4,29
2022-02-19 08:14:09,33.1,29
2022-02-19 08:19:09,31,33
2022-02-19 08:24:10,27.1,39
2022-02-19 08:29:09,20,53.5
2022-02-19 08:34:09,18.9,56
2022-02-19 08:39:09,18.8,57
2022-02-19 08:44:09,18.4,50.5
2022-02-19 08:49:09,18.4,54
2022-02-19 08:54:09,18.5,54.5
2022-02-19 08:59:09,18.5,54.5
2022-02-19 09:04:09,18.6,55
2022-02-19 09:09:09,18.4,55
2022-02-19 09:14:09,18.4,55.5
2022-02-19 09:19:09,18.3,55
2022-02-19 09:24:09,18.4,55
2022-02-19 09:29:09,18.4,54.5
2022-02-19 09:34:09,18.3,54
2022-02-19 09:39:09,18.1,55
2022-02-19 09:44:09,18.3,54.5
2022-02-19 09:49:09,18.1,54.5
2022-02-19 09:54:09,18.1,54.5
2022-02-19 09:59:09,18,55
