ts,data_analogInput_4,data_temperatureSensor_0,data_humiditySensor_1
2022-02-17 07:26:41,0,18.5,65
2022-02-17 07:36:41,0,18.6,67.5
2022-02-17 07:46:41,0,19,79
2022-02-17 07:56:41,0,18.7,75.5
2022-02-17 08:06:41,0,18.7,73.5
2022-02-17 08:16:41,0,18.7,72.5
2022-02-17 08:26:41,0,18.7,72
2022-02-17 08:36:41,0,18.6,71.5
2022-02-17 08:46:41,0,18.6,71
2022-02-17 08:56:41,0,18.6,70.5
2022-02-17 09:06:41,0,18.6,70
2022-02-17 09:16:41,0,18.6,70
2022-02-17 09:26:41,0,18.6,69.5
2022-02-17 09:36:41,0,18.7,69.5
2022-02-17 09:46:41,0,18.7,70.5
2022-02-17 09:56:41,0,18.7,70.5
2022-02-17 10:06:41,0,18.8,70
2022-02-17 10:16:41,0,18.9,70
2022-02-17 10:26:41,0,18.9,69.5
2022-02-17 10:36:41,0,18.9,69.5
2022-02-17 10:46:41,0,18.9,69.5
2022-02-17 10:56:41,0,18.9,69
2022-02-17 11:06:41,0,18.9,69.5
2022-02-17 11:16:41,0,18.9,68.5
2022-02-17 11:26:41,0,18.9,68.5
2022-02-17 11:36:41,0,18.8,69.5
2022-02-17 11:46:41,0,18.8,69
2022-02-17 11:56:41,0,18.8,69.5
2022-02-17 12:06:41,0,18.8,69.5
2022-02-17 12:16:41,0,18.8,69.5
2022-02-17 12:26:41,0,18.8,69
2022-02-17 12:36:41,0,18.7,68.5
2022-02-17 12:46:41,0,18.7,68.5
2022-02-17 12:56:02,1,18.8,68.5
2022-02-17 12:56:04,1,18.8,68.5
2022-02-17 12:56:42,0,18.8,68.5
2022-02-17 12:56:44,0,18.8,68.5
2022-02-17 13:06:44,0,18.7,68.5
2022-02-17 13:16:44,0,18.7,68.5
2022-02-17 13:26:44,0,18.6,69
2022-02-17 13:36:44,0,18.6,69.5
2022-02-17 13:37:20,1,18.6,69.5
2022-02-17 13:37:22,1,18.6,69.5
2022-02-17 13:37:31,0,18.6,69.5
2022-02-17 13:37:32,0,18.7,69.5
2022-02-17 13:41:02,1,18.7,69.5
2022-02-17 13:41:04,1,18.6,69.5
2022-02-17 13:41:12,0,18.7,69.5
2022-02-17 13:41:14,0,18.6,69.5
2022-02-17 13:51:14,0,18.7,69
2022-02-17 14:01:14,0,18.7,69
2022-02-17 14:11:14,0,18.7,69.5
2022-02-17 14:21:14,0,18.7,69.5
2022-02-17 14:31:14,0,18.7,69
2022-02-17 14:51:14,0,18.6,69.5
2022-02-17 15:01:14,0,18.6,69.5
2022-02-17 15:11:14,0,18.6,69.5
2022-02-17 15:21:14,0,18.6,69.5
2022-02-17 15:31:14,0,18.6,69.5
2022-02-17 15:51:14,0,18.5,69.5
2022-02-17 16:01:14,0,18.6,69.5
2022-02-17 16:11:14,0,18.6,69.5
2022-02-17 16:21:14,0,18.5,69
2022-02-17 16:31:14,0,18.6,69
2022-02-17 16:41:14,0,18.5,69
2022-02-17 16:51:14,0,18.6,69
2022-02-17 17:01:14,0,18.6,69
2022-02-17 17:11:14,0,18.5,69
2022-02-17 17:21:14,0,18.6,69
2022-02-17 17:31:14,0,18.6,69
2022-02-17 17:41:14,0,18.6,69
2022-02-17 17:51:14,0,18.7,69
2022-02-17 18:01:14,0,18.7,69
2022-02-17 18:11:14,0,18.7,69
2022-02-17 18:21:14,0,18.7,69
2022-02-17 18:31:14,0,18.7,68.5
2022-02-17 18:41:14,0,18.7,68.5
2022-02-17 18:51:14,0,18.7,68.5
2022-02-17 19:01:14,0,18.7,68.5
2022-02-17 19:11:14,0,18.7,68
2022-02-17 19:21:14,0,18.7,68
2022-02-17 19:31:14,0,18.7,68
2022-02-17 19:41:14,0,18.7,68
2022-02-17 19:51:14,0,18.7,67.5
2022-02-17 20:01:14,0,18.7,67.5
2022-02-17 20:11:14,0,18.7,67.5
2022-02-17 20:21:14,0,18.7,70
2022-02-17 20:31:14,0,18.7,70
2022-02-17 20:41:14,0,18.7,69.5
2022-02-17 20:51:14,0,18.6,69
2022-02-17 21:01:14,0,18.6,69.5
2022-02-17 21:11:13,0,18.6,69
2022-02-17 21:21:13,0,18.6,69
2022-02-17 21:31:14,0,18.6,69
2022-02-17 21:41:14,0,18.6,69
2022-02-17 21:51:13,0,18.6,68.5
2022-02-17 22:01:13,0,18.5,68.5
2022-02-17 22:11:13,0,18.5,68.5
2022-02-17 22:21:13,0,18.5,68.5
2022-02-17 22:31:13,0,18.5,68
2022-02-17 22:41:13,0,18.5,68
2022-02-17 22:51:13,0,18.5,68
2022-02-17 23:01:13,0,18.5,68
2022-02-17 23:11:13,0,18.5,68
2022-02-17 23:21:13,0,18.5,68
2022-02-17 23:31:13,0,18.5,67.5
2022-02-17 23:41:13,0,18.6,67.5
2022-02-17 23:51:13,0,18.5,67.5
2022-02-18 00:01:13,0,18.5,67.5
2022-02-18 00:11:13,0,18.5,67.5
2022-02-18 00:21:13,0,18.5,67.5
2022-02-18 00:31:13,0,18.5,67.5
2022-02-18 00:41:13,0,18.5,67
2022-02-18 00:51:13,0,18.5,67.5
2022-02-18 01:01:13,0,18.5,67
2022-02-18 01:11:13,0,18.5,67
2022-02-18 01:21:13,0,18.5,67
2022-02-18 01:31:13,0,18.5,67
2022-02-18 01:41:13,0,18.5,67
2022-02-18 01:51:15,0,18.5,67
2022-02-18 02:01:14,0,18.5,67
2022-02-18 02:11:13,0,18.5,67
2022-02-18 02:21:13,0,18.5,66.5
2022-02-18 02:31:13,0,18.5,67
2022-02-18 02:41:13,0,18.5,66.5
2022-02-18 02:51:13,0,18.5,66.5
2022-02-18 03:01:13,0,18.5,66.5
2022-02-18 03:11:13,0,18.4,66.5
2022-02-18 03:21:13,0,18.5,66.5
2022-02-18 03:31:13,0,18.5,66.5
2022-02-18 03:41:13,0,18.5,66.5
2022-02-18 03:51:13,0,18.5,66.5
2022-02-18 04:01:13,0,18.5,66
2022-02-18 04:11:13,0,18.5,66
2022-02-18 04:21:13,0,18.5,66
2022-02-18 04:31:13,0,18.5,66
2022-02-18 04:41:13,0,18.5,66
2022-02-18 04:51:13,0,18.5,66
2022-02-18 05:01:13,0,18.5,66
2022-02-18 05:11:13,0,18.5,66
2022-02-18 05:21:13,0,18.5,66
2022-02-18 05:31:13,0,18.5,66.5
2022-02-18 05:41:13,0,18.5,66
2022-02-18 05:51:13,0,18.5,66
2022-02-18 06:01:13,0,18.4,66
2022-02-18 06:11:13,0,18.4,66
2022-02-18 06:21:13,0,18.4,66
2022-02-18 06:31:13,0,18.5,66
2022-02-18 06:41:13,0,18.4,66
2022-02-18 06:51:13,0,18.4,66
2022-02-18 07:01:13,0,18.4,66
2022-02-18 07:11:13,0,18.4,66
2022-02-18 07:21:13,0,18.4,66
2022-02-18 07:31:13,0,18.4,65.5
2022-02-18 07:41:13,0,18.4,65.5
2022-02-18 07:51:13,0,18.4,65.5
2022-02-18 08:01:13,0,18.4,66
2022-02-18 08:11:13,0,18.4,66
2022-02-18 08:21:13,0,18.4,66
2022-02-18 08:31:13,0,18.4,66
2022-02-18 08:41:13,0,18.4,66
2022-02-18 08:51:13,0,18.4,66
2022-02-18 09:01:13,0,18.4,66
2022-02-18 09:11:13,0,18.4,66
2022-02-18 09:21:13,0,18.4,66
2022-02-18 09:31:13,0,18.4,66
2022-02-18 09:41:13,0,18.5,66.5
2022-02-18 09:51:13,0,18.7,72.5
2022-02-18 10:01:13,0,19,80.5
2022-02-18 10:11:13,0,19,82.5
2022-02-18 10:21:13,0,18.8,79.5
2022-02-18 10:31:13,0,18.7,78
2022-02-18 10:41:13,0,18.7,76.5
2022-02-18 10:51:13,0,18.7,76
2022-02-18 11:01:13,0,18.7,74.5
2022-02-18 11:11:13,0,18.7,74
2022-02-18 11:21:13,0,18.7,73.5
2022-02-18 11:31:13,0,18.7,72.5
2022-02-18 11:41:13,0,18.7,72
2022-02-18 11:51:14,0,18.7,71.5
2022-02-18 12:01:13,0,18.7,71
2022-02-18 12:11:13,0,18.7,70.5
2022-02-18 12:21:13,0,18.7,70
2022-02-18 12:31:13,0,18.7,69.5
2022-02-18 12:39:29,1,18.7,69.5
2022-02-18 12:39:30,1,18.7,69.5
2022-02-18 12:40:53,0,18.7,69
2022-02-18 12:40:55,0,18.7,69
2022-02-18 12:50:55,0,18.7,69.5
2022-02-18 13:00:55,0,18.6,70
2022-02-18 13:10:55,0,18.6,70
2022-02-18 13:10:59,1,18.6,70
2022-02-18 13:11:01,1,18.6,70
2022-02-18 13:11:09,0,18.6,70
2022-02-18 13:11:11,0,18.6,70
2022-02-18 13:13:51,1,18.6,70
2022-02-18 13:13:53,1,18.6,70
2022-02-18 13:13:59,0,18.6,70
2022-02-18 13:14:01,0,18.6,70
2022-02-18 13:24:01,0,18.6,70
2022-02-18 13:34:01,0,18.7,69
2022-02-18 13:44:01,0,18.6,69
2022-02-18 13:54:01,0,18.7,68.5
2022-02-18 14:04:01,0,18.7,68
2022-02-18 14:14:01,0,18.7,68.5
2022-02-18 14:24:01,0,18.7,68.5
2022-02-18 14:34:01,0,18.7,68
2022-02-18 14:44:01,0,18.7,67.5
2022-02-18 14:54:01,0,18.7,67.5
2022-02-18 15:04:01,0,18.7,67.5
2022-02-18 15:14:01,0,18.6,67.5
2022-02-18 15:24:01,0,18.6,67.5
2022-02-18 15:34:01,0,18.6,68
2022-02-18 15:44:01,0,18.6,68
2022-02-18 15:54:01,0,18.6,67.5
2022-02-18 16:04:01,0,18.6,67.5
2022-02-18 16:14:01,0,18.6,67.5
2022-02-18 16:24:01,0,18.6,67
2022-02-18 16:34:01,0,18.6,67
2022-02-18 16:44:01,0,18.6,67
2022-02-18 16:54:01,0,18.6,67.5
2022-02-18 17:04:01,0,18.6,67
2022-02-18 17:14:01,0,18.6,67
2022-02-18 17:24:01,0,18.6,66.5
2022-02-18 17:34:01,0,18.6,66
2022-02-18 17:44:01,0,18.6,66
2022-02-18 17:54:01,0,18.6,66
2022-02-18 18:04:01,0,18.5,65.5
2022-02-18 18:14:01,0,18.6,65
2022-02-18 18:24:01,0,18.6,64.5
2022-02-18 18:34:01,0,18.5,64
2022-02-18 18:44:01,0,18.6,63.5
2022-02-18 18:54:01,0,18.5,63
2022-02-18 19:04:01,0,18.6,62.5
2022-02-18 19:14:01,0,18.6,62.5
2022-02-18 19:24:01,0,18.5,62
2022-02-18 19:34:01,0,18.5,61.5
2022-02-18 19:44:01,0,18.5,61.5
2022-02-18 19:54:01,0,18.5,61
2022-02-18 20:04:01,0,18.5,60.5
2022-02-18 20:14:01,0,18.5,60.5
2022-02-18 20:24:01,0,18.4,61
2022-02-18 20:34:01,0,18.5,61
2022-02-18 20:44:01,0,18.4,61
2022-02-18 20:54:01,0,18.4,61
2022-02-18 21:04:01,0,18.4,61
2022-02-18 21:14:01,0,18.4,60.5
2022-02-18 21:24:01,0,18.4,60.5
2022-02-18 21:34:00,0,18.4,60.5
2022-02-18 21:44:00,0,18.4,60
2022-02-18 21:54:00,0,18.4,60
2022-02-18 22:04:00,0,18.4,60
2022-02-18 22:14:00,0,18.4,60
2022-02-18 22:24:00,0,18.4,59.5
2022-02-18 22:34:00,0,18.4,59.5
2022-02-18 22:44:00,0,18.4,59.5
2022-02-18 22:54:00,0,18.3,59.5
2022-02-18 23:04:00,0,18.4,59
2022-02-18 23:14:00,0,18.3,59
2022-02-18 23:24:00,0,18.3,58.5
2022-02-18 23:34:00,0,18.3,58.5
2022-02-18 23:44:00,0,18.3,58
2022-02-18 23:54:00,0,18.3,58
2022-02-19 00:04:00,0,18.3,57.5
2022-02-19 00:14:00,0,18.3,57.5
2022-02-19 00:24:00,0,18.3,57.5
2022-02-19 00:34:00,0,18.3,57
2022-02-19 00:44:00,0,18.3,56.5
2022-02-19 00:54:00,0,18.2,56.5
2022-02-19 01:04:00,0,18.2,56
2022-02-19 01:14:00,0,18.2,55.5
2022-02-19 01:24:00,0,18.2,55.5
2022-02-19 01:34:01,0,18.2,55
2022-02-19 01:44:00,0,18.2,55
2022-02-19 01:54:00,0,18.2,54.5
2022-02-19 02:04:00,0,18.2,54.5
2022-02-19 02:14:00,0,18.2,55
2022-02-19 02:24:00,0,18.2,55
2022-02-19 02:34:00,0,18.1,54.5
2022-02-19 02:44:00,0,18.1,54.5
2022-02-19 02:54:00,0,18.1,54
2022-02-19 03:04:00,0,18.1,54
2022-02-19 03:14:00,0,18.1,53.5
2022-02-19 03:24:00,0,18.1,53.5
2022-02-19 03:34:00,0,18,53
2022-02-19 03:44:00,0,18,53
2022-02-19 03:54:00,0,18,52.5
2022-02-19 04:04:00,0,18,52.5
2022-02-19 04:14:00,0,18,52
2022-02-19 04:24:00,0,18,52
2022-02-19 04:34:00,0,18,51.5
2022-02-19 04:44:00,0,18,51.5
2022-02-19 04:54:00,0,18,51.5
2022-02-19 05:04:00,0,17.9,51
2022-02-19 05:14:00,0,17.9,51
2022-02-19 05:24:00,0,17.9,51
2022-02-19 05:34:00,0,17.9,51
2022-02-19 05:44:00,0,17.9,50.5
2022-02-19 05:54:00,0,17.9,50.5
2022-02-19 06:04:00,0,17.9,50.5
2022-02-19 06:14:00,0,17.9,50.5
2022-02-19 06:24:00,0,17.9,50.5
2022-02-19 06:34:00,0,17.9,50.5
2022-02-19 06:44:00,0,17.8,50
2022-02-19 06:54:00,0,17.8,50
2022-02-19 07:04:00,0,17.9,51
2022-02-19 07:14:00,0,17.8,50.5
2022-02-19 07:24:00,0,17.8,50.5
2022-02-19 07:34:00,0,17.8,50
2022-02-19 07:44:00,0,17.8,50
2022-02-19 07:54:00,0,17.9,51
2022-02-19 08:04:00,0,17.9,51
2022-02-19 08:14:00,0,18.3,65.5
2022-02-19 08:24:00,0,18.2,66.5
2022-02-19 08:34:00,0,18.1,62.5
2022-02-19 08:44:00,0,18,60
2022-02-19 08:54:00,0,18,58.5
2022-02-19 09:04:00,0,18,57
2022-02-19 09:14:00,0,18,56
2022-02-19 09:24:00,0,18.1,55
2022-02-19 09:34:00,0,18.2,54.5
2022-02-19 09:44:00,0,18.2,54
2022-02-19 09:54:00,0,18.3,53.5
2022-02-19 10:04:00,0,18.2,53
2022-02-19 10:14:00,0,18.3,52.5
2022-02-19 10:24:00,0,18.3,52.5
2022-02-19 10:34:00,0,18.1,52.5
2022-02-19 10:44:00,0,18.2,51.5
2022-02-19 10:54:00,0,18.3,51
2022-02-19 11:04:00,0,18.3,50.5
2022-02-19 11:14:00,0,18.4,50
2022-02-19 11:24:00,0,18.4,49.5
2022-02-19 11:34:00,0,18.4,49.5
2022-02-19 11:44:00,0,18.4,49
2022-02-19 11:54:00,0,18.5,49
2022-02-19 12:04:00,0,18.5,48.5
2022-02-19 12:14:00,0,18.4,48.5
2022-02-19 12:24:00,0,18.2,49.5
2022-02-19 12:34:00,0,18.1,50
2022-02-19 12:44:00,0,18,50
2022-02-19 12:54:00,0,18,50.5
2022-02-19 13:04:00,0,18,50.5
2022-02-19 13:14:00,0,17.9,50.5
2022-02-19 13:24:00,0,17.9,50.5
2022-02-19 13:34:00,0,17.9,50.5
2022-02-19 13:44:00,0,17.9,50
2022-02-19 13:53:59,0,17.9,50
2022-02-19 14:03:59,0,17.9,50
2022-02-19 14:13:59,0,17.9,50
2022-02-19 14:23:59,0,17.9,50
2022-02-19 14:33:59,0,17.9,50
2022-02-19 14:43:59,0,17.9,49.5
2022-02-19 14:53:59,0,17.9,49.5
2022-02-19 15:03:59,0,17.9,49.5
2022-02-19 15:13:59,0,17.9,49.5
2022-02-19 15:23:59,0,17.9,49.5
2022-02-19 15:33:59,0,17.9,49.5
2022-02-19 15:43:59,0,17.8,49.5
2022-02-19 15:53:59,0,17.8,49.5
2022-02-19 16:03:59,0,17.8,49
2022-02-19 16:13:59,0,17.8,49
2022-02-19 16:23:59,0,17.8,49
2022-02-19 16:33:59,0,17.8,49
2022-02-19 16:43:59,0,17.8,49
2022-02-19 16:53:59,0,17.8,49
2022-02-19 17:03:59,0,17.8,49
2022-02-19 17:13:59,0,17.8,49
2022-02-19 17:23:59,0,17.8,49
2022-02-19 17:33:59,0,17.8,49
2022-02-19 17:43:59,0,17.8,49.5
2022-02-19 17:53:59,0,17.8,49.5
2022-02-19 18:03:59,0,17.8,49.5
2022-02-19 18:13:59,0,17.8,49.5
2022-02-19 18:23:59,0,17.8,49.5
2022-02-19 18:33:59,0,17.8,49.5
2022-02-19 18:43:59,0,17.8,49.5
2022-02-19 18:53:59,0,17.8,50
2022-02-19 19:03:59,0,17.8,50
2022-02-19 19:13:59,0,17.8,50
2022-02-19 19:23:59,0,17.8,50
2022-02-19 19:33:59,0,17.8,50
2022-02-19 19:43:59,0,17.8,50
2022-02-19 19:54:00,0,17.8,50.5
2022-02-19 20:03:59,0,17.8,50.5
2022-02-19 20:13:59,0,17.8,50.5
2022-02-19 20:23:59,0,17.8,50.5
2022-02-19 20:33:59,0,17.8,50.5
2022-02-19 20:43:59,0,17.8,50.5
2022-02-19 20:53:59,0,17.8,50.5
2022-02-19 21:03:59,0,17.8,50.5
2022-02-19 21:13:59,0,17.8,50.5
2022-02-19 21:23:59,0,17.8,54
2022-02-19 21:33:59,0,17.8,54
2022-02-19 21:43:59,0,17.8,53.5
2022-02-19 21:53:59,0,17.8,53
2022-02-19 22:03:59,0,17.8,53
2022-02-19 22:14:04,0,17.7,53
2022-02-19 22:23:59,0,17.7,52.5
2022-02-19 22:33:59,0,17.7,52.5
2022-02-19 22:43:59,0,17.7,52.5
2022-02-19 22:53:59,0,17.7,52.5
2022-02-19 23:03:59,0,17.7,52.5
2022-02-19 23:13:59,0,17.7,52
2022-02-19 23:23:59,0,17.7,52.5
2022-02-19 23:33:59,0,17.7,52.5
2022-02-19 23:43:59,0,17.7,52.5
2022-02-19 23:53:59,0,17.7,52
2022-02-20 00:03:59,0,17.7,52.5
2022-02-20 00:13:59,0,17.6,52.5
2022-02-20 00:23:59,0,17.6,52.5
2022-02-20 00:33:59,0,17.6,52.5
2022-02-20 00:43:59,0,17.6,52.5
2022-02-20 00:53:59,0,17.6,52.5
2022-02-20 01:03:59,0,17.6,52.5
2022-02-20 01:13:59,0,17.6,52.5
2022-02-20 01:23:59,0,17.6,52.5
2022-02-20 01:33:59,0,17.6,52.5
2022-02-20 01:43:59,0,17.6,52.5
2022-02-20 01:53:59,0,17.6,52
2022-02-20 02:03:59,0,17.6,52
2022-02-20 02:13:59,0,17.6,52
2022-02-20 02:23:59,0,17.6,52
2022-02-20 02:33:59,0,17.6,52
2022-02-20 02:43:59,0,17.6,51.5
2022-02-20 02:53:59,0,17.6,52
2022-02-20 03:03:59,0,17.6,51.5
2022-02-20 03:13:59,0,17.6,51.5
2022-02-20 03:23:59,0,17.6,51.5
2022-02-20 03:33:59,0,17.5,51.5
2022-02-20 03:43:59,0,17.6,51.5
2022-02-20 03:53:59,0,17.6,51.5
2022-02-20 04:03:59,0,17.5,51.5
2022-02-20 04:13:59,0,17.6,51.5
2022-02-20 04:23:59,0,17.6,51.5
2022-02-20 04:33:59,0,17.5,51.5
2022-02-20 04:43:59,0,17.5,51.5
2022-02-20 04:53:59,0,17.5,51.5
2022-02-20 05:03:59,0,17.5,51.5
2022-02-20 05:13:59,0,17.6,51.5
2022-02-20 05:23:59,0,17.5,51.5
2022-02-20 05:33:59,0,17.5,51.5
2022-02-20 05:43:59,0,17.5,51.5
2022-02-20 05:53:59,0,17.5,51.5
2022-02-20 06:03:59,0,17.5,51.5
2022-02-20 06:13:59,0,17.5,51.5
2022-02-20 06:33:59,0,17.5,51.5
2022-02-20 06:43:59,0,17.5,51.5
2022-02-20 06:53:58,0,17.5,51.5
2022-02-20 07:03:58,0,17.5,51.5
2022-02-20 07:13:58,0,17.6,53.5
2022-02-20 07:23:58,0,17.6,52.5
2022-02-20 07:33:58,0,17.9,65
2022-02-20 07:43:58,0,18.1,73
2022-02-20 07:53:58,0,17.8,65.5
2022-02-20 08:03:58,0,17.8,61.5
2022-02-20 08:13:58,0,17.7,60
2022-02-20 08:23:58,0,17.7,59
2022-02-20 08:33:58,0,17.7,58
2022-02-20 08:43:58,0,17.7,59
2022-02-20 08:53:58,0,17.7,58.5
2022-02-20 09:03:58,0,17.7,58.5
2022-02-20 09:13:58,0,17.7,58
2022-02-20 09:23:58,0,17.8,57.5
2022-02-20 09:33:58,0,17.9,58
2022-02-20 09:43:58,0,17.9,57
2022-02-20 09:53:58,0,18.1,56.5
2022-02-20 10:03:58,0,18.1,56
2022-02-20 10:13:58,0,18.2,55.5
2022-02-20 10:23:58,0,18.2,54.5
2022-02-20 10:33:58,0,18.1,54.5
2022-02-20 10:43:58,0,17.9,55
2022-02-20 10:53:58,0,17.9,55
2022-02-20 11:03:58,0,17.8,55
2022-02-20 11:13:58,0,17.8,54.5
2022-02-20 11:23:58,0,17.8,54.5
2022-02-20 11:33:58,0,17.7,54.5
2022-02-20 11:43:58,0,17.7,54.5
2022-02-20 11:53:58,0,17.7,54.5
2022-02-20 11:55:33,1,17.7,54.5
2022-02-20 11:55:34,1,17.7,54.5
2022-02-20 11:55:40,0,17.7,54.5
2022-02-20 11:55:42,0,17.7,54.5
2022-02-20 11:57:26,1,17.7,54.5
2022-02-20 11:57:27,1,17.7,54.5
2022-02-20 11:57:34,0,17.7,54.5
2022-02-20 11:57:35,0,17.7,54.5
2022-02-20 12:07:35,0,17.7,54.5
2022-02-20 12:17:35,0,17.7,54.5
2022-02-20 12:27:35,0,17.7,54.5
2022-02-20 12:37:35,0,17.7,54.5
2022-02-20 12:47:35,0,17.7,55
2022-02-20 12:57:35,0,17.7,55
2022-02-20 13:07:35,0,17.7,55
2022-02-20 13:17:35,0,17.7,55
2022-02-20 13:27:35,0,17.7,55
2022-02-20 13:37:35,0,17.7,55
2022-02-20 13:47:35,0,17.7,55
2022-02-20 13:57:35,0,17.7,55
2022-02-20 14:07:35,0,17.7,55
2022-02-20 14:17:35,0,17.7,55
2022-02-20 14:27:35,0,17.7,55
2022-02-20 14:37:35,0,17.7,55
2022-02-20 14:47:35,0,17.8,54.5
2022-02-20 14:57:35,0,17.9,53
2022-02-20 15:07:35,0,17.8,54
2022-02-20 15:17:35,0,17.7,54
2022-02-20 15:27:35,0,17.7,54.5
2022-02-20 15:37:35,0,17.7,54.5
2022-02-20 15:47:35,0,17.7,54.5
2022-02-20 15:57:35,0,17.7,54.5
2022-02-20 16:07:35,0,17.7,54.5
2022-02-20 16:17:35,0,17.7,54.5
2022-02-20 16:27:35,0,17.7,54.5
2022-02-20 16:37:35,0,17.7,54.5
2022-02-20 16:47:35,0,17.7,54.5
2022-02-20 16:57:35,0,17.7,55
2022-02-20 17:07:35,0,17.7,55
2022-02-20 17:17:35,0,17.8,56
2022-02-20 17:27:35,0,17.8,56
2022-02-20 17:37:35,0,17.8,55.5
2022-02-20 17:47:35,0,17.8,55
2022-02-20 17:57:35,0,17.7,55
2022-02-20 18:07:35,0,17.8,55
2022-02-20 18:17:35,0,17.8,54.5
2022-02-20 18:27:35,0,17.8,54
2022-02-20 18:37:35,0,17.8,54
2022-02-20 18:47:35,0,17.8,53.5
2022-02-20 18:57:35,0,17.8,53.5
2022-02-20 19:07:35,0,17.8,53.5
2022-02-20 19:17:35,0,17.8,53.5
2022-02-20 19:27:35,0,17.8,53.5
2022-02-20 19:37:35,0,17.8,53.5
2022-02-20 19:47:35,0,17.8,53.5
2022-02-20 19:57:35,0,17.9,53.5
2022-02-20 20:07:35,0,18,53.5
2022-02-20 20:17:35,0,17.9,54
2022-02-20 20:27:35,0,17.8,53.5
2022-02-20 20:37:35,0,17.8,54
2022-02-20 20:47:35,0,17.8,54
2022-02-20 20:57:35,0,17.8,54
2022-02-20 21:07:35,0,17.8,54.5
2022-02-20 21:17:35,0,17.8,54.5
2022-02-20 21:27:35,0,17.8,55
2022-02-20 21:37:35,0,17.8,55
2022-02-20 21:47:35,0,17.8,55
2022-02-20 21:57:35,0,17.8,55.5
2022-02-20 22:07:35,0,17.8,55.5
2022-02-20 22:17:35,0,17.8,55.5
2022-02-20 22:27:35,0,17.8,55.5
2022-02-20 22:37:35,0,17.8,55.5
2022-02-20 22:47:35,0,17.8,56
2022-02-20 22:57:35,0,17.8,56
2022-02-20 23:07:35,0,17.8,56
2022-02-20 23:17:35,0,17.8,56
2022-02-20 23:27:35,0,17.8,56.5
2022-02-20 23:37:35,0,17.8,56.5
2022-02-20 23:47:35,0,17.8,56.5
2022-02-20 23:57:35,0,17.8,56.5
2022-02-21 00:07:35,0,17.8,56.5
2022-02-21 00:17:35,0,17.8,57
2022-02-21 00:27:35,0,17.8,57
2022-02-21 00:37:35,0,17.9,57
2022-02-21 00:47:35,0,17.9,57
2022-02-21 00:57:35,0,17.9,57
2022-02-21 01:07:35,0,17.8,57
2022-02-21 01:17:35,0,17.8,57
2022-02-21 01:27:35,0,17.8,57
2022-02-21 01:37:35,0,17.8,57
2022-02-21 01:47:35,0,17.8,57
2022-02-21 01:57:34,0,17.7,57
2022-02-21 02:07:34,0,17.8,57
2022-02-21 02:17:34,0,17.8,57
2022-02-21 02:27:34,0,17.7,57
2022-02-21 02:37:34,0,17.7,57
2022-02-21 02:47:34,0,17.7,57
2022-02-21 02:57:34,0,17.7,57
2022-02-21 03:07:34,0,17.7,57.5
2022-02-21 03:17:34,0,17.7,57.5
2022-02-21 03:27:34,0,17.7,57.5
2022-02-21 03:37:34,0,17.7,57.5
2022-02-21 03:47:34,0,17.7,57.5
2022-02-21 03:57:34,0,17.7,57.5
2022-02-21 04:07:34,0,17.7,58
2022-02-21 04:17:34,0,17.7,58
2022-02-21 04:27:34,0,17.7,58
2022-02-21 04:37:34,0,17.7,58
2022-02-21 04:47:34,0,17.7,58
2022-02-21 04:57:34,0,17.7,58
